,image,mask
16383,images6\13918.png,labels6\13918.png
15429,images6\12964.png,labels6\12964.png
23908,images9\21443.png,labels9\21443.png
11211,images4\08746.png,labels4\08746.png
7692,images3\05227.png,labels3\05227.png
5376,images2\02911.png,labels2\02911.png
7379,images2\04914.png,labels2\04914.png
5740,images2\03275.png,labels2\03275.png
15272,images6\12807.png,labels6\12807.png
12876,images5\10411.png,labels5\10411.png
17524,images7\15059.png,labels7\15059.png
13933,images5\11468.png,labels5\11468.png
13974,images5\11509.png,labels5\11509.png
9165,images3\06700.png,labels3\06700.png
16882,images6\14417.png,labels6\14417.png
21016,images8\18551.png,labels8\18551.png
4118,images10\24119.png,labels10\24119.png
18958,images7\16493.png,labels7\16493.png
14298,images5\11833.png,labels5\11833.png
17178,images6\14713.png,labels6\14713.png
16413,images6\13948.png,labels6\13948.png
9234,images3\06769.png,labels3\06769.png
9075,images3\06610.png,labels3\06610.png
17276,images6\14811.png,labels6\14811.png
6630,images2\04165.png,labels2\04165.png
3379,images10\23380.png,labels10\23380.png
8517,images3\06052.png,labels3\06052.png
4417,images10\24418.png,labels10\24418.png
4232,images10\24233.png,labels10\24233.png
13343,images5\10878.png,labels5\10878.png
10313,images4\07848.png,labels4\07848.png
11044,images4\08579.png,labels4\08579.png
12238,images4\09773.png,labels4\09773.png
10542,images4\08077.png,labels4\08077.png
19747,images7\17282.png,labels7\17282.png
964,images1\00965.png,labels1\00965.png
17444,images6\14979.png,labels6\14979.png
20903,images8\18438.png,labels8\18438.png
15956,images6\13491.png,labels6\13491.png
20193,images8\17728.png,labels8\17728.png
19954,images7\17489.png,labels7\17489.png
16758,images6\14293.png,labels6\14293.png
4453,images10\24454.png,labels10\24454.png
7501,images3\05036.png,labels3\05036.png
13207,images5\10742.png,labels5\10742.png
3200,images10\23201.png,labels10\23201.png
3663,images10\23664.png,labels10\23664.png
22486,images9\20021.png,labels9\20021.png
4615,images10\24616.png,labels10\24616.png
15589,images6\13124.png,labels6\13124.png
3006,images10\23007.png,labels10\23007.png
4854,images10\24855.png,labels10\24855.png
8499,images3\06034.png,labels3\06034.png
23944,images9\21479.png,labels9\21479.png
2042,images1\02043.png,labels1\02043.png
286,images1\00287.png,labels1\00287.png
23663,images9\21198.png,labels9\21198.png
4108,images10\24109.png,labels10\24109.png
2662,images10\22663.png,labels10\22663.png
15428,images6\12963.png,labels6\12963.png
16097,images6\13632.png,labels6\13632.png
10747,images4\08282.png,labels4\08282.png
5225,images2\02760.png,labels2\02760.png
18565,images7\16100.png,labels7\16100.png
15521,images6\13056.png,labels6\13056.png
236,images1\00237.png,labels1\00237.png
3859,images10\23860.png,labels10\23860.png
12032,images4\09567.png,labels4\09567.png
12857,images5\10392.png,labels5\10392.png
14103,images5\11638.png,labels5\11638.png
6934,images2\04469.png,labels2\04469.png
18743,images7\16278.png,labels7\16278.png
9929,images3\07464.png,labels3\07464.png
11172,images4\08707.png,labels4\08707.png
4492,images10\24493.png,labels10\24493.png
5938,images2\03473.png,labels2\03473.png
11640,images4\09175.png,labels4\09175.png
19448,images7\16983.png,labels7\16983.png
21783,images8\19318.png,labels8\19318.png
58,images1\00059.png,labels1\00059.png
23966,images9\21501.png,labels9\21501.png
14143,images5\11678.png,labels5\11678.png
628,images1\00629.png,labels1\00629.png
11022,images4\08557.png,labels4\08557.png
19450,images7\16985.png,labels7\16985.png
491,images1\00492.png,labels1\00492.png
1364,images1\01365.png,labels1\01365.png
4839,images10\24840.png,labels10\24840.png
14680,images5\12215.png,labels5\12215.png
19848,images7\17383.png,labels7\17383.png
9541,images3\07076.png,labels3\07076.png
4481,images10\24482.png,labels10\24482.png
12492,images5\10027.png,labels5\10027.png
14583,images5\12118.png,labels5\12118.png
1829,images1\01830.png,labels1\01830.png
12648,images5\10183.png,labels5\10183.png
20847,images8\18382.png,labels8\18382.png
22500,images9\20035.png,labels9\20035.png
21878,images8\19413.png,labels8\19413.png
14990,images6\12525.png,labels6\12525.png
12452,images4\09987.png,labels4\09987.png
5004,images2\02539.png,labels2\02539.png
22879,images9\20414.png,labels9\20414.png
6146,images2\03681.png,labels2\03681.png
12568,images5\10103.png,labels5\10103.png
6815,images2\04350.png,labels2\04350.png
16683,images6\14218.png,labels6\14218.png
4026,images10\24027.png,labels10\24027.png
16292,images6\13827.png,labels6\13827.png
24548,images9\22083.png,labels9\22083.png
4246,images10\24247.png,labels10\24247.png
7780,images3\05315.png,labels3\05315.png
4620,images10\24621.png,labels10\24621.png
13971,images5\11506.png,labels5\11506.png
14527,images5\12062.png,labels5\12062.png
14151,images5\11686.png,labels5\11686.png
22251,images8\19786.png,labels8\19786.png
16377,images6\13912.png,labels6\13912.png
242,images1\00243.png,labels1\00243.png
5943,images2\03478.png,labels2\03478.png
14254,images5\11789.png,labels5\11789.png
15723,images6\13258.png,labels6\13258.png
12273,images4\09808.png,labels4\09808.png
5011,images2\02546.png,labels2\02546.png
18474,images7\16009.png,labels7\16009.png
14616,images5\12151.png,labels5\12151.png
5420,images2\02955.png,labels2\02955.png
9188,images3\06723.png,labels3\06723.png
24915,images9\22450.png,labels9\22450.png
24616,images9\22151.png,labels9\22151.png
20206,images8\17741.png,labels8\17741.png
1819,images1\01820.png,labels1\01820.png
15465,images6\13000.png,labels6\13000.png
24102,images9\21637.png,labels9\21637.png
6558,images2\04093.png,labels2\04093.png
23691,images9\21226.png,labels9\21226.png
24037,images9\21572.png,labels9\21572.png
9046,images3\06581.png,labels3\06581.png
4748,images10\24749.png,labels10\24749.png
22236,images8\19771.png,labels8\19771.png
15861,images6\13396.png,labels6\13396.png
20393,images8\17928.png,labels8\17928.png
12205,images4\09740.png,labels4\09740.png
8831,images3\06366.png,labels3\06366.png
15382,images6\12917.png,labels6\12917.png
8089,images3\05624.png,labels3\05624.png
21875,images8\19410.png,labels8\19410.png
24317,images9\21852.png,labels9\21852.png
11591,images4\09126.png,labels4\09126.png
4909,images10\24910.png,labels10\24910.png
9560,images3\07095.png,labels3\07095.png
13523,images5\11058.png,labels5\11058.png
22191,images8\19726.png,labels8\19726.png
15101,images6\12636.png,labels6\12636.png
20391,images8\17926.png,labels8\17926.png
18051,images7\15586.png,labels7\15586.png
7839,images3\05374.png,labels3\05374.png
11328,images4\08863.png,labels4\08863.png
8349,images3\05884.png,labels3\05884.png
3231,images10\23232.png,labels10\23232.png
7875,images3\05410.png,labels3\05410.png
13091,images5\10626.png,labels5\10626.png
19819,images7\17354.png,labels7\17354.png
22639,images9\20174.png,labels9\20174.png
17885,images7\15420.png,labels7\15420.png
18335,images7\15870.png,labels7\15870.png
13606,images5\11141.png,labels5\11141.png
15385,images6\12920.png,labels6\12920.png
7048,images2\04583.png,labels2\04583.png
21329,images8\18864.png,labels8\18864.png
8562,images3\06097.png,labels3\06097.png
9591,images3\07126.png,labels3\07126.png
15030,images6\12565.png,labels6\12565.png
20618,images8\18153.png,labels8\18153.png
140,images1\00141.png,labels1\00141.png
5638,images2\03173.png,labels2\03173.png
12566,images5\10101.png,labels5\10101.png
1249,images1\01250.png,labels1\01250.png
16425,images6\13960.png,labels6\13960.png
10650,images4\08185.png,labels4\08185.png
23705,images9\21240.png,labels9\21240.png
5493,images2\03028.png,labels2\03028.png
21614,images8\19149.png,labels8\19149.png
632,images1\00633.png,labels1\00633.png
9069,images3\06604.png,labels3\06604.png
22171,images8\19706.png,labels8\19706.png
13339,images5\10874.png,labels5\10874.png
16891,images6\14426.png,labels6\14426.png
11865,images4\09400.png,labels4\09400.png
21018,images8\18553.png,labels8\18553.png
16959,images6\14494.png,labels6\14494.png
4010,images10\24011.png,labels10\24011.png
9628,images3\07163.png,labels3\07163.png
2289,images1\02290.png,labels1\02290.png
6396,images2\03931.png,labels2\03931.png
22556,images9\20091.png,labels9\20091.png
18433,images7\15968.png,labels7\15968.png
7845,images3\05380.png,labels3\05380.png
446,images1\00447.png,labels1\00447.png
19394,images7\16929.png,labels7\16929.png
10364,images4\07899.png,labels4\07899.png
24466,images9\22001.png,labels9\22001.png
2903,images10\22904.png,labels10\22904.png
4048,images10\24049.png,labels10\24049.png
20098,images8\17633.png,labels8\17633.png
2652,images10\22653.png,labels10\22653.png
19173,images7\16708.png,labels7\16708.png
9985,images4\07520.png,labels4\07520.png
23523,images9\21058.png,labels9\21058.png
6986,images2\04521.png,labels2\04521.png
12279,images4\09814.png,labels4\09814.png
685,images1\00686.png,labels1\00686.png
17806,images7\15341.png,labels7\15341.png
13412,images5\10947.png,labels5\10947.png
8372,images3\05907.png,labels3\05907.png
17018,images6\14553.png,labels6\14553.png
16092,images6\13627.png,labels6\13627.png
19127,images7\16662.png,labels7\16662.png
13867,images5\11402.png,labels5\11402.png
23520,images9\21055.png,labels9\21055.png
20079,images8\17614.png,labels8\17614.png
6741,images2\04276.png,labels2\04276.png
2538,images10\22539.png,labels10\22539.png
10579,images4\08114.png,labels4\08114.png
13317,images5\10852.png,labels5\10852.png
17279,images6\14814.png,labels6\14814.png
19570,images7\17105.png,labels7\17105.png
7516,images3\05051.png,labels3\05051.png
5187,images2\02722.png,labels2\02722.png
20290,images8\17825.png,labels8\17825.png
12021,images4\09556.png,labels4\09556.png
763,images1\00764.png,labels1\00764.png
19651,images7\17186.png,labels7\17186.png
7853,images3\05388.png,labels3\05388.png
9957,images3\07492.png,labels3\07492.png
3480,images10\23481.png,labels10\23481.png
17957,images7\15492.png,labels7\15492.png
13062,images5\10597.png,labels5\10597.png
21685,images8\19220.png,labels8\19220.png
23318,images9\20853.png,labels9\20853.png
20460,images8\17995.png,labels8\17995.png
11932,images4\09467.png,labels4\09467.png
18715,images7\16250.png,labels7\16250.png
22296,images8\19831.png,labels8\19831.png
20436,images8\17971.png,labels8\17971.png
8239,images3\05774.png,labels3\05774.png
3003,images10\23004.png,labels10\23004.png
4288,images10\24289.png,labels10\24289.png
20705,images8\18240.png,labels8\18240.png
14383,images5\11918.png,labels5\11918.png
9572,images3\07107.png,labels3\07107.png
16935,images6\14470.png,labels6\14470.png
8062,images3\05597.png,labels3\05597.png
2261,images1\02262.png,labels1\02262.png
6084,images2\03619.png,labels2\03619.png
10462,images4\07997.png,labels4\07997.png
5914,images2\03449.png,labels2\03449.png
11596,images4\09131.png,labels4\09131.png
8858,images3\06393.png,labels3\06393.png
7203,images2\04738.png,labels2\04738.png
22980,images9\20515.png,labels9\20515.png
8889,images3\06424.png,labels3\06424.png
15647,images6\13182.png,labels6\13182.png
1773,images1\01774.png,labels1\01774.png
23450,images9\20985.png,labels9\20985.png
18753,images7\16288.png,labels7\16288.png
16299,images6\13834.png,labels6\13834.png
17621,images7\15156.png,labels7\15156.png
324,images1\00325.png,labels1\00325.png
2479,images1\02480.png,labels1\02480.png
5679,images2\03214.png,labels2\03214.png
9106,images3\06641.png,labels3\06641.png
6189,images2\03724.png,labels2\03724.png
17282,images6\14817.png,labels6\14817.png
24422,images9\21957.png,labels9\21957.png
4596,images10\24597.png,labels10\24597.png
18710,images7\16245.png,labels7\16245.png
12697,images5\10232.png,labels5\10232.png
2123,images1\02124.png,labels1\02124.png
4347,images10\24348.png,labels10\24348.png
11492,images4\09027.png,labels4\09027.png
18092,images7\15627.png,labels7\15627.png
6995,images2\04530.png,labels2\04530.png
1283,images1\01284.png,labels1\01284.png
16550,images6\14085.png,labels6\14085.png
17594,images7\15129.png,labels7\15129.png
21858,images8\19393.png,labels8\19393.png
23932,images9\21467.png,labels9\21467.png
14531,images5\12066.png,labels5\12066.png
3441,images10\23442.png,labels10\23442.png
9610,images3\07145.png,labels3\07145.png
24014,images9\21549.png,labels9\21549.png
17866,images7\15401.png,labels7\15401.png
16808,images6\14343.png,labels6\14343.png
22297,images8\19832.png,labels8\19832.png
24486,images9\22021.png,labels9\22021.png
5066,images2\02601.png,labels2\02601.png
16739,images6\14274.png,labels6\14274.png
9032,images3\06567.png,labels3\06567.png
12516,images5\10051.png,labels5\10051.png
18515,images7\16050.png,labels7\16050.png
22672,images9\20207.png,labels9\20207.png
19821,images7\17356.png,labels7\17356.png
4233,images10\24234.png,labels10\24234.png
16459,images6\13994.png,labels6\13994.png
11888,images4\09423.png,labels4\09423.png
2334,images1\02335.png,labels1\02335.png
5309,images2\02844.png,labels2\02844.png
14130,images5\11665.png,labels5\11665.png
12778,images5\10313.png,labels5\10313.png
18642,images7\16177.png,labels7\16177.png
15520,images6\13055.png,labels6\13055.png
24583,images9\22118.png,labels9\22118.png
15838,images6\13373.png,labels6\13373.png
20270,images8\17805.png,labels8\17805.png
2420,images1\02421.png,labels1\02421.png
9946,images3\07481.png,labels3\07481.png
9660,images3\07195.png,labels3\07195.png
17978,images7\15513.png,labels7\15513.png
13408,images5\10943.png,labels5\10943.png
676,images1\00677.png,labels1\00677.png
11253,images4\08788.png,labels4\08788.png
10121,images4\07656.png,labels4\07656.png
9950,images3\07485.png,labels3\07485.png
9498,images3\07033.png,labels3\07033.png
9780,images3\07315.png,labels3\07315.png
15387,images6\12922.png,labels6\12922.png
14058,images5\11593.png,labels5\11593.png
7781,images3\05316.png,labels3\05316.png
13053,images5\10588.png,labels5\10588.png
14243,images5\11778.png,labels5\11778.png
3846,images10\23847.png,labels10\23847.png
4087,images10\24088.png,labels10\24088.png
15835,images6\13370.png,labels6\13370.png
11489,images4\09024.png,labels4\09024.png
7506,images3\05041.png,labels3\05041.png
17886,images7\15421.png,labels7\15421.png
5130,images2\02665.png,labels2\02665.png
7519,images3\05054.png,labels3\05054.png
12268,images4\09803.png,labels4\09803.png
7950,images3\05485.png,labels3\05485.png
15261,images6\12796.png,labels6\12796.png
16839,images6\14374.png,labels6\14374.png
20342,images8\17877.png,labels8\17877.png
10834,images4\08369.png,labels4\08369.png
21472,images8\19007.png,labels8\19007.png
13897,images5\11432.png,labels5\11432.png
17354,images6\14889.png,labels6\14889.png
7025,images2\04560.png,labels2\04560.png
4299,images10\24300.png,labels10\24300.png
19189,images7\16724.png,labels7\16724.png
11771,images4\09306.png,labels4\09306.png
6429,images2\03964.png,labels2\03964.png
20782,images8\18317.png,labels8\18317.png
5698,images2\03233.png,labels2\03233.png
10918,images4\08453.png,labels4\08453.png
8025,images3\05560.png,labels3\05560.png
13266,images5\10801.png,labels5\10801.png
23746,images9\21281.png,labels9\21281.png
5624,images2\03159.png,labels2\03159.png
13756,images5\11291.png,labels5\11291.png
9305,images3\06840.png,labels3\06840.png
10271,images4\07806.png,labels4\07806.png
18669,images7\16204.png,labels7\16204.png
3600,images10\23601.png,labels10\23601.png
3418,images10\23419.png,labels10\23419.png
8898,images3\06433.png,labels3\06433.png
6679,images2\04214.png,labels2\04214.png
11322,images4\08857.png,labels4\08857.png
14060,images5\11595.png,labels5\11595.png
21219,images8\18754.png,labels8\18754.png
20152,images8\17687.png,labels8\17687.png
22687,images9\20222.png,labels9\20222.png
6094,images2\03629.png,labels2\03629.png
20813,images8\18348.png,labels8\18348.png
20331,images8\17866.png,labels8\17866.png
12094,images4\09629.png,labels4\09629.png
17127,images6\14662.png,labels6\14662.png
9916,images3\07451.png,labels3\07451.png
7017,images2\04552.png,labels2\04552.png
5300,images2\02835.png,labels2\02835.png
19996,images8\17531.png,labels8\17531.png
12962,images5\10497.png,labels5\10497.png
12628,images5\10163.png,labels5\10163.png
12854,images5\10389.png,labels5\10389.png
6543,images2\04078.png,labels2\04078.png
20217,images8\17752.png,labels8\17752.png
16729,images6\14264.png,labels6\14264.png
17476,images7\15011.png,labels7\15011.png
24599,images9\22134.png,labels9\22134.png
5983,images2\03518.png,labels2\03518.png
23274,images9\20809.png,labels9\20809.png
4031,images10\24032.png,labels10\24032.png
23482,images9\21017.png,labels9\21017.png
7564,images3\05099.png,labels3\05099.png
6530,images2\04065.png,labels2\04065.png
16309,images6\13844.png,labels6\13844.png
781,images1\00782.png,labels1\00782.png
20096,images8\17631.png,labels8\17631.png
16078,images6\13613.png,labels6\13613.png
17530,images7\15065.png,labels7\15065.png
21680,images8\19215.png,labels8\19215.png
12179,images4\09714.png,labels4\09714.png
3100,images10\23101.png,labels10\23101.png
18078,images7\15613.png,labels7\15613.png
12960,images5\10495.png,labels5\10495.png
18224,images7\15759.png,labels7\15759.png
23882,images9\21417.png,labels9\21417.png
23363,images9\20898.png,labels9\20898.png
24829,images9\22364.png,labels9\22364.png
11027,images4\08562.png,labels4\08562.png
3191,images10\23192.png,labels10\23192.png
24526,images9\22061.png,labels9\22061.png
9841,images3\07376.png,labels3\07376.png
4614,images10\24615.png,labels10\24615.png
17157,images6\14692.png,labels6\14692.png
2593,images10\22594.png,labels10\22594.png
5463,images2\02998.png,labels2\02998.png
12437,images4\09972.png,labels4\09972.png
16481,images6\14016.png,labels6\14016.png
600,images1\00601.png,labels1\00601.png
5588,images2\03123.png,labels2\03123.png
20613,images8\18148.png,labels8\18148.png
12121,images4\09656.png,labels4\09656.png
9314,images3\06849.png,labels3\06849.png
6086,images2\03621.png,labels2\03621.png
13925,images5\11460.png,labels5\11460.png
17810,images7\15345.png,labels7\15345.png
14264,images5\11799.png,labels5\11799.png
2857,images10\22858.png,labels10\22858.png
14406,images5\11941.png,labels5\11941.png
15649,images6\13184.png,labels6\13184.png
5329,images2\02864.png,labels2\02864.png
13056,images5\10591.png,labels5\10591.png
5049,images2\02584.png,labels2\02584.png
21306,images8\18841.png,labels8\18841.png
16588,images6\14123.png,labels6\14123.png
9876,images3\07411.png,labels3\07411.png
11659,images4\09194.png,labels4\09194.png
6157,images2\03692.png,labels2\03692.png
7869,images3\05404.png,labels3\05404.png
5131,images2\02666.png,labels2\02666.png
17351,images6\14886.png,labels6\14886.png
6601,images2\04136.png,labels2\04136.png
16842,images6\14377.png,labels6\14377.png
23465,images9\21000.png,labels9\21000.png
15479,images6\13014.png,labels6\13014.png
262,images1\00263.png,labels1\00263.png
8348,images3\05883.png,labels3\05883.png
15384,images6\12919.png,labels6\12919.png
19344,images7\16879.png,labels7\16879.png
6668,images2\04203.png,labels2\04203.png
14225,images5\11760.png,labels5\11760.png
22250,images8\19785.png,labels8\19785.png
4887,images10\24888.png,labels10\24888.png
24208,images9\21743.png,labels9\21743.png
22496,images9\20031.png,labels9\20031.png
10249,images4\07784.png,labels4\07784.png
19407,images7\16942.png,labels7\16942.png
21997,images8\19532.png,labels8\19532.png
11180,images4\08715.png,labels4\08715.png
7618,images3\05153.png,labels3\05153.png
18349,images7\15884.png,labels7\15884.png
3033,images10\23034.png,labels10\23034.png
7411,images2\04946.png,labels2\04946.png
12104,images4\09639.png,labels4\09639.png
15284,images6\12819.png,labels6\12819.png
17596,images7\15131.png,labels7\15131.png
1688,images1\01689.png,labels1\01689.png
6049,images2\03584.png,labels2\03584.png
17464,images6\14999.png,labels6\14999.png
24785,images9\22320.png,labels9\22320.png
1621,images1\01622.png,labels1\01622.png
12259,images4\09794.png,labels4\09794.png
6242,images2\03777.png,labels2\03777.png
598,images1\00599.png,labels1\00599.png
8424,images3\05959.png,labels3\05959.png
9477,images3\07012.png,labels3\07012.png
8814,images3\06349.png,labels3\06349.png
10236,images4\07771.png,labels4\07771.png
18181,images7\15716.png,labels7\15716.png
3257,images10\23258.png,labels10\23258.png
10424,images4\07959.png,labels4\07959.png
15196,images6\12731.png,labels6\12731.png
21485,images8\19020.png,labels8\19020.png
7595,images3\05130.png,labels3\05130.png
1815,images1\01816.png,labels1\01816.png
24255,images9\21790.png,labels9\21790.png
22739,images9\20274.png,labels9\20274.png
22959,images9\20494.png,labels9\20494.png
23142,images9\20677.png,labels9\20677.png
5247,images2\02782.png,labels2\02782.png
4177,images10\24178.png,labels10\24178.png
5170,images2\02705.png,labels2\02705.png
14395,images5\11930.png,labels5\11930.png
19015,images7\16550.png,labels7\16550.png
14818,images5\12353.png,labels5\12353.png
15238,images6\12773.png,labels6\12773.png
7530,images3\05065.png,labels3\05065.png
15426,images6\12961.png,labels6\12961.png
4160,images10\24161.png,labels10\24161.png
5015,images2\02550.png,labels2\02550.png
22207,images8\19742.png,labels8\19742.png
5854,images2\03389.png,labels2\03389.png
2586,images10\22587.png,labels10\22587.png
1880,images1\01881.png,labels1\01881.png
12591,images5\10126.png,labels5\10126.png
23323,images9\20858.png,labels9\20858.png
2147,images1\02148.png,labels1\02148.png
2815,images10\22816.png,labels10\22816.png
4870,images10\24871.png,labels10\24871.png
13215,images5\10750.png,labels5\10750.png
11232,images4\08767.png,labels4\08767.png
464,images1\00465.png,labels1\00465.png
6155,images2\03690.png,labels2\03690.png
7036,images2\04571.png,labels2\04571.png
21940,images8\19475.png,labels8\19475.png
2041,images1\02042.png,labels1\02042.png
7995,images3\05530.png,labels3\05530.png
17058,images6\14593.png,labels6\14593.png
6928,images2\04463.png,labels2\04463.png
18791,images7\16326.png,labels7\16326.png
19734,images7\17269.png,labels7\17269.png
4013,images10\24014.png,labels10\24014.png
5997,images2\03532.png,labels2\03532.png
9203,images3\06738.png,labels3\06738.png
13244,images5\10779.png,labels5\10779.png
13331,images5\10866.png,labels5\10866.png
7226,images2\04761.png,labels2\04761.png
5618,images2\03153.png,labels2\03153.png
20693,images8\18228.png,labels8\18228.png
13437,images5\10972.png,labels5\10972.png
6052,images2\03587.png,labels2\03587.png
19818,images7\17353.png,labels7\17353.png
21163,images8\18698.png,labels8\18698.png
21761,images8\19296.png,labels8\19296.png
6596,images2\04131.png,labels2\04131.png
6339,images2\03874.png,labels2\03874.png
12542,images5\10077.png,labels5\10077.png
11003,images4\08538.png,labels4\08538.png
22813,images9\20348.png,labels9\20348.png
22970,images9\20505.png,labels9\20505.png
22494,images9\20029.png,labels9\20029.png
18860,images7\16395.png,labels7\16395.png
20219,images8\17754.png,labels8\17754.png
10220,images4\07755.png,labels4\07755.png
24089,images9\21624.png,labels9\21624.png
7000,images2\04535.png,labels2\04535.png
23480,images9\21015.png,labels9\21015.png
19137,images7\16672.png,labels7\16672.png
20829,images8\18364.png,labels8\18364.png
7910,images3\05445.png,labels3\05445.png
16994,images6\14529.png,labels6\14529.png
7263,images2\04798.png,labels2\04798.png
20158,images8\17693.png,labels8\17693.png
3956,images10\23957.png,labels10\23957.png
17775,images7\15310.png,labels7\15310.png
19618,images7\17153.png,labels7\17153.png
10882,images4\08417.png,labels4\08417.png
2016,images1\02017.png,labels1\02017.png
14162,images5\11697.png,labels5\11697.png
19426,images7\16961.png,labels7\16961.png
21050,images8\18585.png,labels8\18585.png
3496,images10\23497.png,labels10\23497.png
18603,images7\16138.png,labels7\16138.png
18506,images7\16041.png,labels7\16041.png
586,images1\00587.png,labels1\00587.png
11081,images4\08616.png,labels4\08616.png
8749,images3\06284.png,labels3\06284.png
17560,images7\15095.png,labels7\15095.png
19858,images7\17393.png,labels7\17393.png
14930,images5\12465.png,labels5\12465.png
12826,images5\10361.png,labels5\10361.png
20908,images8\18443.png,labels8\18443.png
24266,images9\21801.png,labels9\21801.png
150,images1\00151.png,labels1\00151.png
17337,images6\14872.png,labels6\14872.png
12340,images4\09875.png,labels4\09875.png
10794,images4\08329.png,labels4\08329.png
16609,images6\14144.png,labels6\14144.png
1307,images1\01308.png,labels1\01308.png
13805,images5\11340.png,labels5\11340.png
13272,images5\10807.png,labels5\10807.png
2253,images1\02254.png,labels1\02254.png
4489,images10\24490.png,labels10\24490.png
21594,images8\19129.png,labels8\19129.png
15924,images6\13459.png,labels6\13459.png
17770,images7\15305.png,labels7\15305.png
3560,images10\23561.png,labels10\23561.png
8355,images3\05890.png,labels3\05890.png
20009,images8\17544.png,labels8\17544.png
21083,images8\18618.png,labels8\18618.png
13764,images5\11299.png,labels5\11299.png
6651,images2\04186.png,labels2\04186.png
7407,images2\04942.png,labels2\04942.png
13934,images5\11469.png,labels5\11469.png
17293,images6\14828.png,labels6\14828.png
19088,images7\16623.png,labels7\16623.png
14553,images5\12088.png,labels5\12088.png
8567,images3\06102.png,labels3\06102.png
14513,images5\12048.png,labels5\12048.png
12727,images5\10262.png,labels5\10262.png
13952,images5\11487.png,labels5\11487.png
4685,images10\24686.png,labels10\24686.png
20240,images8\17775.png,labels8\17775.png
19494,images7\17029.png,labels7\17029.png
11174,images4\08709.png,labels4\08709.png
15111,images6\12646.png,labels6\12646.png
18361,images7\15896.png,labels7\15896.png
16952,images6\14487.png,labels6\14487.png
14798,images5\12333.png,labels5\12333.png
13969,images5\11504.png,labels5\11504.png
14595,images5\12130.png,labels5\12130.png
15270,images6\12805.png,labels6\12805.png
17592,images7\15127.png,labels7\15127.png
5730,images2\03265.png,labels2\03265.png
14682,images5\12217.png,labels5\12217.png
23404,images9\20939.png,labels9\20939.png
17310,images6\14845.png,labels6\14845.png
14543,images5\12078.png,labels5\12078.png
14765,images5\12300.png,labels5\12300.png
17301,images6\14836.png,labels6\14836.png
10377,images4\07912.png,labels4\07912.png
6959,images2\04494.png,labels2\04494.png
8536,images3\06071.png,labels3\06071.png
2170,images1\02171.png,labels1\02171.png
11193,images4\08728.png,labels4\08728.png
3590,images10\23591.png,labels10\23591.png
5077,images2\02612.png,labels2\02612.png
19797,images7\17332.png,labels7\17332.png
10247,images4\07782.png,labels4\07782.png
17155,images6\14690.png,labels6\14690.png
23022,images9\20557.png,labels9\20557.png
18762,images7\16297.png,labels7\16297.png
9163,images3\06698.png,labels3\06698.png
7702,images3\05237.png,labels3\05237.png
987,images1\00988.png,labels1\00988.png
11633,images4\09168.png,labels4\09168.png
1389,images1\01390.png,labels1\01390.png
8328,images3\05863.png,labels3\05863.png
11604,images4\09139.png,labels4\09139.png
3837,images10\23838.png,labels10\23838.png
15481,images6\13016.png,labels6\13016.png
24379,images9\21914.png,labels9\21914.png
23203,images9\20738.png,labels9\20738.png
17313,images6\14848.png,labels6\14848.png
7174,images2\04709.png,labels2\04709.png
13537,images5\11072.png,labels5\11072.png
19458,images7\16993.png,labels7\16993.png
6423,images2\03958.png,labels2\03958.png
4983,images2\02518.png,labels2\02518.png
11840,images4\09375.png,labels4\09375.png
20927,images8\18462.png,labels8\18462.png
11204,images4\08739.png,labels4\08739.png
4213,images10\24214.png,labels10\24214.png
20596,images8\18131.png,labels8\18131.png
22320,images8\19855.png,labels8\19855.png
13075,images5\10610.png,labels5\10610.png
14770,images5\12305.png,labels5\12305.png
4136,images10\24137.png,labels10\24137.png
15876,images6\13411.png,labels6\13411.png
7371,images2\04906.png,labels2\04906.png
12773,images5\10308.png,labels5\10308.png
15905,images6\13440.png,labels6\13440.png
5500,images2\03035.png,labels2\03035.png
15501,images6\13036.png,labels6\13036.png
191,images1\00192.png,labels1\00192.png
12193,images4\09728.png,labels4\09728.png
14600,images5\12135.png,labels5\12135.png
2472,images1\02473.png,labels1\02473.png
11766,images4\09301.png,labels4\09301.png
16164,images6\13699.png,labels6\13699.png
14453,images5\11988.png,labels5\11988.png
15895,images6\13430.png,labels6\13430.png
9959,images3\07494.png,labels3\07494.png
24753,images9\22288.png,labels9\22288.png
5882,images2\03417.png,labels2\03417.png
14149,images5\11684.png,labels5\11684.png
23383,images9\20918.png,labels9\20918.png
19736,images7\17271.png,labels7\17271.png
22464,images8\19999.png,labels8\19999.png
692,images1\00693.png,labels1\00693.png
18308,images7\15843.png,labels7\15843.png
8057,images3\05592.png,labels3\05592.png
4485,images10\24486.png,labels10\24486.png
16074,images6\13609.png,labels6\13609.png
16263,images6\13798.png,labels6\13798.png
19610,images7\17145.png,labels7\17145.png
3873,images10\23874.png,labels10\23874.png
16580,images6\14115.png,labels6\14115.png
18577,images7\16112.png,labels7\16112.png
21290,images8\18825.png,labels8\18825.png
23119,images9\20654.png,labels9\20654.png
7810,images3\05345.png,labels3\05345.png
19326,images7\16861.png,labels7\16861.png
20941,images8\18476.png,labels8\18476.png
4579,images10\24580.png,labels10\24580.png
15048,images6\12583.png,labels6\12583.png
359,images1\00360.png,labels1\00360.png
7357,images2\04892.png,labels2\04892.png
